"","time","P","V","Pv","I","gamma_out","lambda_out"
"22771",74.8,1.448426e-13,5.445427e-16,4.305897e-31,7.55432e-35,7.5e-07,0.05
"22772",74.9,1.392717e-13,5.235988e-16,3.981976e-31,6.98603e-35,7.5e-07,0.05
"22773",75,1.339151e-13,5.034604e-16,3.682458e-31,6.460551e-35,7.5e-07,0.05
"22774",75.1,1.287645e-13,4.840965e-16,3.401643e-31,5.967888e-35,7.5e-07,0.05
"22775",75.2,1.23812e-13,4.654774e-16,3.141851e-31,5.512105e-35,7.5e-07,0.05
"22776",75.3,1.1905e-13,4.475744e-16,2.903413e-31,5.093786e-35,7.5e-07,0.05
"22777",75.4,1.144712e-13,4.3036e-16,2.683834e-31,4.708554e-35,7.5e-07,0.05
"22778",75.5,1.100684e-13,4.138077e-16,2.48125e-31,4.353137e-35,7.5e-07,0.05
"22779",75.6,1.05835e-13,3.97892e-16,2.294158e-31,4.0249e-35,7.5e-07,0.05
"22780",75.7,1.017645e-13,3.825885e-16,2.121278e-31,3.721598e-35,7.5e-07,0.05
"22781",75.8,9.785044e-14,3.678736e-16,1.961485e-31,3.441255e-35,7.5e-07,0.05
"22782",75.9,9.408696e-14,3.537246e-16,1.813763e-31,3.182089e-35,7.5e-07,0.05
"22783",76,9.046824e-14,3.401198e-16,1.677189e-31,2.942482e-35,7.5e-07,0.05
"22784",76.1,8.698869e-14,3.270382e-16,1.550914e-31,2.720944e-35,7.5e-07,0.05
"22785",76.2,8.364297e-14,3.144599e-16,1.43416e-31,2.516108e-35,7.5e-07,0.05
"22786",76.3,8.042593e-14,3.023652e-16,1.326205e-31,2.326712e-35,7.5e-07,0.05
"22787",76.4,7.733263e-14,2.907358e-16,1.226387e-31,2.151589e-35,7.5e-07,0.05
"22788",76.5,7.435829e-14,2.795537e-16,1.134091e-31,1.989663e-35,7.5e-07,0.05
"22789",76.6,7.149836e-14,2.688016e-16,1.048749e-31,1.839938e-35,7.5e-07,0.05
"22790",76.7,6.874842e-14,2.584631e-16,9.698373e-32,1.701495e-35,7.5e-07,0.05
"22791",76.8,6.610425e-14,2.485222e-16,8.968711e-32,1.573482e-35,7.5e-07,0.05
"22792",76.9,6.356178e-14,2.389636e-16,8.29402e-32,1.455114e-35,7.5e-07,0.05
"22793",77,6.11171e-14,2.297727e-16,7.670156e-32,1.345662e-35,7.5e-07,0.05
"22794",77.1,5.876644e-14,2.209353e-16,7.08525e-32,1.243046e-35,7.5e-07,0.05
"22795",77.2,5.650619e-14,2.124378e-16,6.544132e-32,1.148111e-35,7.5e-07,0.05
"22796",77.3,5.433288e-14,2.042671e-16,6.047492e-32,1.06098e-35,7.5e-07,0.05
"22797",77.4,5.224315e-14,1.964107e-16,5.590133e-32,9.807402e-36,7.5e-07,0.05
"22798",77.5,5.02338e-14,1.888564e-16,5.168172e-32,9.067108e-36,7.5e-07,0.05
"22799",77.6,4.830173e-14,1.815927e-16,4.778479e-32,8.383426e-36,7.5e-07,0.05
"22800",77.7,4.644397e-14,1.746084e-16,4.418391e-32,7.751681e-36,7.5e-07,0.05
"22801",77.8,4.465767e-14,1.678927e-16,4.085558e-32,7.167756e-36,7.5e-07,0.05
"22802",77.9,4.294006e-14,1.614353e-16,3.77787e-32,6.627944e-36,7.5e-07,0.05
"22803",78,4.128852e-14,1.552262e-16,3.4934e-32,6.128867e-36,7.5e-07,0.05
"22804",78.1,3.97005e-14,1.49256e-16,3.230385e-32,5.667428e-36,7.5e-07,0.05
"22805",78.2,3.817356e-14,1.435154e-16,2.987197e-32,5.240778e-36,7.5e-07,0.05
"22806",78.3,3.670535e-14,1.379956e-16,2.76234e-32,4.846286e-36,7.5e-07,0.05
"22807",78.4,3.52936e-14,1.32688e-16,2.55443e-32,4.481524e-36,7.5e-07,0.05
"22808",78.5,3.393616e-14,1.275846e-16,2.362186e-32,4.14425e-36,7.5e-07,0.05
"22809",78.6,3.263092e-14,1.226775e-16,2.184429e-32,3.83239e-36,7.5e-07,0.05
"22810",78.7,3.137588e-14,1.179592e-16,2.020065e-32,3.544028e-36,7.5e-07,0.05
"22811",78.8,3.016912e-14,1.134223e-16,1.868084e-32,3.277391e-36,7.5e-07,0.05
"22812",78.9,2.900877e-14,1.090599e-16,1.727554e-32,3.030842e-36,7.5e-07,0.05
"22813",79,2.789305e-14,1.048653e-16,1.597609e-32,2.802867e-36,7.5e-07,0.05
"22814",79.1,2.682024e-14,1.00832e-16,1.47578e-32,2.589128e-36,7.5e-07,0.05
"22815",79.2,2.578869e-14,9.695384e-17,1.363071e-32,2.39139e-36,7.5e-07,0.05
"22816",79.3,2.479682e-14,9.322485e-17,1.259626e-32,2.209905e-36,7.5e-07,0.05
"22817",79.4,2.384309e-14,8.963928e-17,1.164363e-32,2.042774e-36,7.5e-07,0.05
"22818",79.5,2.292605e-14,8.619161e-17,1.076474e-32,1.888579e-36,7.5e-07,0.05
"22819",79.6,2.204428e-14,8.287655e-17,9.953049e-33,1.746176e-36,7.5e-07,0.05
"22820",79.7,2.119642e-14,7.968899e-17,9.203024e-33,1.61459e-36,7.5e-07,0.05
"22821",79.8,2.038118e-14,7.662403e-17,8.509771e-33,1.492965e-36,7.5e-07,0.05
"22822",79.9,1.959728e-14,7.367695e-17,7.868889e-33,1.380528e-36,7.5e-07,0.05
"22823",80,1.884354e-14,7.084322e-17,7.27637e-33,1.276576e-36,7.5e-07,0.05
"22824",80.1,1.811879e-14,6.811848e-17,6.728537e-33,1.180463e-36,7.5e-07,0.05
"22825",80.2,1.742191e-14,6.549854e-17,6.222005e-33,1.091597e-36,7.5e-07,0.05
"22826",80.3,1.675184e-14,6.297937e-17,5.753653e-33,1.009428e-36,7.5e-07,0.05
"22827",80.4,1.610754e-14,6.055708e-17,5.320597e-33,9.334524e-37,7.5e-07,0.05
"22828",80.5,1.548802e-14,5.822797e-17,4.920175e-33,8.632019e-37,7.5e-07,0.05
"22829",80.6,1.489233e-14,5.598843e-17,4.549926e-33,7.982449e-37,7.5e-07,0.05
"22830",80.7,1.431954e-14,5.383503e-17,4.207574e-33,7.381821e-37,7.5e-07,0.05
"22831",80.8,1.376879e-14,5.176445e-17,3.891015e-33,6.826446e-37,7.5e-07,0.05
"22832",80.9,1.323922e-14,4.977351e-17,3.598305e-33,6.312912e-37,7.5e-07,0.05
"22833",81,1.273002e-14,4.785914e-17,3.327645e-33,5.838064e-37,7.5e-07,0.05
"22834",81.1,1.224041e-14,4.601841e-17,3.073888e-33,5.39287e-37,7.5e-07,0.05
"22835",81.2,1.176962e-14,4.424847e-17,2.839127e-33,4.981003e-37,7.5e-07,0.05
"22836",81.3,1.131694e-14,4.25466e-17,2.623663e-33,4.60299e-37,7.5e-07,0.05
"22837",81.4,1.088168e-14,4.09102e-17,2.425242e-33,4.254875e-37,7.5e-07,0.05
"22838",81.5,1.046315e-14,3.933673e-17,2.242177e-33,3.933704e-37,7.5e-07,0.05
"22839",81.6,1.006072e-14,3.782378e-17,2.073111e-33,3.637093e-37,7.5e-07,0.05
"22840",81.7,9.67377e-15,3.636902e-17,1.916889e-33,3.363015e-37,7.5e-07,0.05
"22841",81.8,9.301702e-15,3.497021e-17,1.772492e-33,3.109683e-37,7.5e-07,0.05
"22842",81.9,8.943945e-15,3.36252e-17,1.639003e-33,2.875489e-37,7.5e-07,0.05
"22843",82,8.599947e-15,3.233192e-17,1.515588e-33,2.658968e-37,7.5e-07,0.05
"22844",82.1,8.26918e-15,3.108839e-17,1.401481e-33,2.458776e-37,7.5e-07,0.05
"22845",82.2,7.951134e-15,2.989268e-17,1.295976e-33,2.273676e-37,7.5e-07,0.05
"22846",82.3,7.645321e-15,2.874296e-17,1.198423e-33,2.102528e-37,7.5e-07,0.05
"22847",82.4,7.351271e-15,2.763746e-17,1.108222e-33,1.944279e-37,7.5e-07,0.05
"22848",82.5,7.068529e-15,2.657448e-17,1.024819e-33,1.797955e-37,7.5e-07,0.05
"22849",82.6,6.796663e-15,2.555239e-17,9.476997e-34,1.662657e-37,7.5e-07,0.05
"22850",82.7,6.535253e-15,2.45696e-17,8.763915e-34,1.537552e-37,7.5e-07,0.05
"22851",82.8,6.283897e-15,2.362462e-17,8.104558e-34,1.421874e-37,7.5e-07,0.05
"22852",82.9,6.042209e-15,2.271598e-17,7.494875e-34,1.31491e-37,7.5e-07,0.05
"22853",83,5.809816e-15,2.184229e-17,6.931121e-34,1.216005e-37,7.5e-07,0.05
"22854",83.1,5.586361e-15,2.10022e-17,6.402572e-34,1.123276e-37,7.5e-07,0.05
"22855",83.2,5.371501e-15,2.019442e-17,5.913591e-34,1.037488e-37,7.5e-07,0.05
"22856",83.3,5.164905e-15,1.941771e-17,5.464804e-34,9.587523e-38,7.5e-07,0.05
"22857",83.4,4.966255e-15,1.867088e-17,5.051512e-34,8.862439e-38,7.5e-07,0.05
"22858",83.5,4.775245e-15,1.795277e-17,4.670208e-34,8.193474e-38,7.5e-07,0.05
"22859",83.6,4.591582e-15,1.726228e-17,4.318063e-34,7.575666e-38,7.5e-07,0.05
"22860",83.7,4.414983e-15,1.659834e-17,3.99267e-34,7.004791e-38,7.5e-07,0.05
"22861",83.8,4.245176e-15,1.595995e-17,3.691907e-34,6.477129e-38,7.5e-07,0.05
"22862",83.9,4.0819e-15,1.53461e-17,3.413865e-34,5.989328e-38,7.5e-07,0.05
"22863",84,3.924903e-15,1.475587e-17,3.156804e-34,5.538338e-38,7.5e-07,0.05
"22864",84.1,3.773946e-15,1.418833e-17,2.91913e-34,5.12136e-38,7.5e-07,0.05
"22865",84.2,3.628794e-15,1.364263e-17,2.699375e-34,4.735818e-38,7.5e-07,0.05
"22866",84.3,3.489225e-15,1.311791e-17,2.496183e-34,4.379336e-38,7.5e-07,0.05
"22867",84.4,3.355024e-15,1.261338e-17,2.308305e-34,4.04972e-38,7.5e-07,0.05
"22868",84.5,3.225985e-15,1.212825e-17,2.134585e-34,3.744943e-38,7.5e-07,0.05
"22869",84.6,3.101908e-15,1.166178e-17,1.973955e-34,3.463132e-38,7.5e-07,0.05
"22870",84.7,2.982604e-15,1.121325e-17,1.825427e-34,3.202553e-38,7.5e-07,0.05
"22871",84.8,2.867888e-15,1.078197e-17,1.688091e-34,2.961608e-38,7.5e-07,0.05
"22872",84.9,2.757585e-15,1.036728e-17,1.5611e-34,2.738814e-38,7.5e-07,0.05
"22873",85,2.651524e-15,9.968535e-18,1.443677e-34,2.532805e-38,7.5e-07,0.05
"22874",85.1,2.549542e-15,9.58513e-18,1.333586e-34,2.33966e-38,7.5e-07,0.05
"22875",85.2,2.451483e-15,9.216471e-18,1.231736e-34,2.160974e-38,7.5e-07,0.05
"22876",85.3,2.357195e-15,8.861992e-18,1.138259e-34,1.996976e-38,7.5e-07,0.05
"22877",85.4,2.266534e-15,8.521146e-18,1.052175e-34,1.845949e-38,7.5e-07,0.05
"22878",85.5,2.17936e-15,8.193409e-18,9.727533e-35,1.706611e-38,7.5e-07,0.05
"22879",85.6,2.095538e-15,7.878278e-18,8.994053e-35,1.577928e-38,7.5e-07,0.05
"22880",85.7,2.01494e-15,7.575268e-18,8.316294e-35,1.459021e-38,7.5e-07,0.05
"22881",85.8,1.937443e-15,7.283911e-18,7.689837e-35,1.349115e-38,7.5e-07,0.05
"22882",85.9,1.862926e-15,7.003761e-18,7.110706e-35,1.247511e-38,7.5e-07,0.05
"22883",86,1.791275e-15,6.734385e-18,6.575277e-35,1.153575e-38,7.5e-07,0.05
"22884",86.1,1.72238e-15,6.47537e-18,6.080229e-35,1.066723e-38,7.5e-07,0.05
"22885",86.2,1.656134e-15,6.226318e-18,5.622502e-35,9.864191e-39,7.5e-07,0.05
"22886",86.3,1.592437e-15,5.986844e-18,5.199277e-35,9.121678e-39,7.5e-07,0.05
"22887",86.4,1.531189e-15,5.756581e-18,4.807947e-35,8.435124e-39,7.5e-07,0.05
"22888",86.5,1.472297e-15,5.535174e-18,4.446107e-35,7.800307e-39,7.5e-07,0.05
"22889",86.6,1.41567e-15,5.322282e-18,4.111531e-35,7.213324e-39,7.5e-07,0.05
"22890",86.7,1.361222e-15,5.117579e-18,3.802165e-35,6.670568e-39,7.5e-07,0.05
"22891",86.8,1.308867e-15,4.920749e-18,3.516108e-35,6.168704e-39,7.5e-07,0.05
"22892",86.9,1.258526e-15,4.73149e-18,3.251601e-35,5.70465e-39,7.5e-07,0.05
"22893",87,1.210121e-15,4.549509e-18,3.00702e-35,5.275555e-39,7.5e-07,0.05
"22894",87.1,1.163578e-15,4.374528e-18,2.777713e-35,4.873256e-39,7.5e-07,0.05
"22895",87.2,1.118825e-15,4.206277e-18,2.565572e-35,4.501073e-39,7.5e-07,0.05
"22896",87.3,1.075793e-15,4.044497e-18,2.370868e-35,4.159482e-39,7.5e-07,0.05
"22897",87.4,1.034416e-15,3.88894e-18,2.191565e-35,3.844909e-39,7.5e-07,0.05
"22898",87.5,9.946312e-16,3.739365e-18,2.026138e-35,3.554684e-39,7.5e-07,0.05
"22899",87.6,9.563762e-16,3.595543e-18,1.873363e-35,3.286652e-39,7.5e-07,0.05
"22900",87.7,9.195925e-16,3.457253e-18,1.732193e-35,3.038982e-39,7.5e-07,0.05
"22901",87.8,8.842236e-16,3.324282e-18,1.601709e-35,2.810059e-39,7.5e-07,0.05
"22902",87.9,8.50215e-16,3.196425e-18,1.481082e-35,2.59843e-39,7.5e-07,0.05
"22903",88,8.175144e-16,3.073486e-18,1.369558e-35,2.402771e-39,7.5e-07,0.05
"22904",88.1,7.860715e-16,2.955275e-18,1.266445e-35,2.221868e-39,7.5e-07,0.05
"22905",88.2,7.55838e-16,2.84161e-18,1.171106e-35,2.054603e-39,7.5e-07,0.05
"22906",88.3,7.267673e-16,2.732317e-18,1.082952e-35,1.899946e-39,7.5e-07,0.05
"22907",88.4,6.988147e-16,2.627228e-18,1.001443e-35,1.756944e-39,7.5e-07,0.05
"22908",88.5,6.719372e-16,2.526181e-18,9.260753e-36,1.624718e-39,7.5e-07,0.05
"22909",88.6,6.460935e-16,2.42902e-18,8.56387e-36,1.502456e-39,7.5e-07,0.05
"22910",88.7,6.212437e-16,2.335596e-18,7.919494e-36,1.389406e-39,7.5e-07,0.05
"22911",88.8,5.973498e-16,2.245766e-18,7.323667e-36,1.284874e-39,7.5e-07,0.05
"22912",88.9,5.743748e-16,2.15939e-18,6.772728e-36,1.188216e-39,7.5e-07,0.05
"22913",89,5.522834e-16,2.076337e-18,6.263293e-36,1.09884e-39,7.5e-07,0.05
"22914",89.1,5.310418e-16,1.996478e-18,5.785671e-36,1.015046e-39,7.5e-07,0.05
"22915",89.2,5.106171e-16,1.91969e-18,5.343805e-36,9.375242e-40,7.5e-07,0.05
"22916",89.3,4.90978e-16,1.845856e-18,4.938259e-36,8.663746e-40,7.5e-07,0.05
"22917",89.4,4.720942e-16,1.774861e-18,4.564789e-36,8.008525e-40,7.5e-07,0.05
"22918",89.5,4.539367e-16,1.706597e-18,4.220224e-36,7.404016e-40,7.5e-07,0.05
"22919",89.6,4.364776e-16,1.640959e-18,3.902009e-36,6.845735e-40,7.5e-07,0.05
"22920",89.7,4.1969e-16,1.577845e-18,3.607968e-36,6.329866e-40,7.5e-07,0.05
"22921",89.8,4.035481e-16,1.517159e-18,3.336184e-36,5.853044e-40,7.5e-07,0.05
"22922",89.9,3.88027e-16,1.458807e-18,3.084932e-36,5.412244e-40,7.5e-07,0.05
"22923",90,3.731029e-16,1.402699e-18,2.85264e-36,5.004708e-40,7.5e-07,0.05
"22924",90.1,3.587528e-16,1.348749e-18,2.637866e-36,4.627907e-40,7.5e-07,0.05
"22925",90.2,3.449546e-16,1.296874e-18,2.439285e-36,4.279513e-40,7.5e-07,0.05
"22926",90.3,3.316871e-16,1.246994e-18,2.255671e-36,3.957378e-40,7.5e-07,0.05
"22927",90.4,3.189299e-16,1.199033e-18,2.085895e-36,3.659522e-40,7.5e-07,0.05
"22928",90.5,3.066634e-16,1.152916e-18,1.928913e-36,3.38411e-40,7.5e-07,0.05
"22929",90.6,2.948686e-16,1.108573e-18,1.78376e-36,3.129452e-40,7.5e-07,0.05
"22930",90.7,2.835275e-16,1.065936e-18,1.649544e-36,2.893981e-40,7.5e-07,0.05
"22931",90.8,2.726226e-16,1.024938e-18,1.52544e-36,2.676251e-40,7.5e-07,0.05
"22932",90.9,2.621371e-16,9.855175e-19,1.410685e-36,2.474924e-40,7.5e-07,0.05
"22933",91,2.520549e-16,9.47613e-19,1.304575e-36,2.288764e-40,7.5e-07,0.05
"22934",91.1,2.423605e-16,9.111663e-19,1.205092e-36,2.114229e-40,7.5e-07,0.05
"22935",91.2,2.33039e-16,8.761215e-19,1.113056e-36,1.95276e-40,7.5e-07,0.05
"22936",91.3,2.240759e-16,8.424245e-19,1.028585e-36,1.804563e-40,7.5e-07,0.05
"22937",91.4,2.154576e-16,8.100235e-19,9.507956e-37,1.668088e-40,7.5e-07,0.05
"22938",91.5,2.071708e-16,7.788688e-19,8.790265e-37,1.542176e-40,7.5e-07,0.05
"22939",91.6,1.992027e-16,7.489123e-19,8.127458e-37,1.425892e-40,7.5e-07,0.05
"22940",91.7,1.91541e-16,7.20108e-19,7.515002e-37,1.318442e-40,7.5e-07,0.05
"22941",91.8,1.841741e-16,6.924115e-19,6.948906e-37,1.219125e-40,7.5e-07,0.05
"22942",91.9,1.770905e-16,6.657803e-19,6.425575e-37,1.127311e-40,7.5e-07,0.05
"22943",92,1.702793e-16,6.401734e-19,5.941736e-37,1.042426e-40,7.5e-07,0.05
"22944",92.1,1.637301e-16,6.155513e-19,5.494387e-37,9.639423e-41,7.5e-07,0.05
"22945",92.2,1.574328e-16,5.918763e-19,5.080763e-37,8.913756e-41,7.5e-07,0.05
"22946",92.3,1.513777e-16,5.691118e-19,4.698316e-37,8.242786e-41,7.5e-07,0.05
"22947",92.4,1.455555e-16,5.472229e-19,4.344691e-37,7.622383e-41,7.5e-07,0.05
"22948",92.5,1.399572e-16,5.261758e-19,4.017715e-37,7.048731e-41,7.5e-07,0.05
"22949",92.6,1.345742e-16,5.059383e-19,3.715377e-37,6.518305e-41,7.5e-07,0.05
"22950",92.7,1.293983e-16,4.864791e-19,3.435819e-37,6.027845e-41,7.5e-07,0.05
"22951",92.8,1.244214e-16,4.677684e-19,3.177324e-37,5.574337e-41,7.5e-07,0.05
"22952",92.9,1.19636e-16,4.497773e-19,2.938303e-37,5.154996e-41,7.5e-07,0.05
"22953",93,1.150346e-16,4.324782e-19,2.717288e-37,4.767244e-41,7.5e-07,0.05
"22954",93.1,1.106102e-16,4.158444e-19,2.510074e-37,4.403708e-41,7.5e-07,0.05
"22955",93.2,1.063559e-16,3.998504e-19,2.318374e-37,4.067386e-41,7.5e-07,0.05
"22956",93.3,1.022653e-16,3.844715e-19,2.14243e-37,3.758708e-41,7.5e-07,0.05
"22957",93.4,9.833205e-17,3.696842e-19,1.980403e-37,3.474445e-41,7.5e-07,0.05
"22958",93.5,9.455005e-17,3.554655e-19,1.830916e-37,3.212183e-41,7.5e-07,0.05
"22959",93.6,9.091351e-17,3.417938e-19,1.69286e-37,2.969976e-41,7.5e-07,0.05
"22960",93.7,8.741683e-17,3.286479e-19,1.565293e-37,2.74617e-41,7.5e-07,0.05
"22961",93.8,8.405465e-17,3.160076e-19,1.447381e-37,2.539304e-41,7.5e-07,0.05
"22962",93.9,8.082178e-17,3.038534e-19,1.338377e-37,2.348066e-41,7.5e-07,0.05
"22963",94,7.771325e-17,2.921668e-19,1.237599e-37,2.171259e-41,7.5e-07,0.05
"22964",94.1,7.472427e-17,2.809296e-19,1.144421e-37,2.007786e-41,7.5e-07,0.05
"22965",94.2,7.185026e-17,2.701246e-19,1.058267e-37,1.856638e-41,7.5e-07,0.05
"22966",94.3,6.908679e-17,2.597352e-19,9.786077e-38,1.716882e-41,7.5e-07,0.05
"22967",94.4,6.642961e-17,2.497454e-19,9.049516e-38,1.587659e-41,7.5e-07,0.05
"22968",94.5,6.387462e-17,2.401398e-19,8.368461e-38,1.468174e-41,7.5e-07,0.05
"22969",94.6,6.141791e-17,2.309036e-19,7.738723e-38,1.357692e-41,7.5e-07,0.05
"22970",94.7,5.905568e-17,2.220227e-19,7.156435e-38,1.255534e-41,7.5e-07,0.05
"22971",94.8,5.678431e-17,2.134834e-19,6.618017e-38,1.161073e-41,7.5e-07,0.05
"22972",94.9,5.46003e-17,2.052725e-19,6.120162e-38,1.073729e-41,7.5e-07,0.05
"22973",95,5.250028e-17,1.973774e-19,5.659813e-38,9.929648e-42,7.5e-07,0.05
"22974",95.1,5.048104e-17,1.89786e-19,5.22821e-38,9.172441e-42,7.5e-07,0.05
"22975",95.2,4.853946e-17,1.824865e-19,4.828919e-38,8.471919e-42,7.5e-07,0.05
"22976",95.3,4.667256e-17,1.754678e-19,4.462448e-38,7.828976e-42,7.5e-07,0.05
"22977",95.4,4.487746e-17,1.68719e-19,4.124962e-38,7.236888e-42,7.5e-07,0.05
"22978",95.5,4.315141e-17,1.622298e-19,3.813597e-38,6.690625e-42,7.5e-07,0.05
"22979",95.6,4.149174e-17,1.559902e-19,3.526043e-38,6.186135e-42,7.5e-07,0.05
"22980",95.7,3.98959e-17,1.499906e-19,3.260333e-38,5.71997e-42,7.5e-07,0.05
"22981",95.8,3.836144e-17,1.442217e-19,3.014736e-38,5.289092e-42,7.5e-07,0.05
"22982",95.9,3.6886e-17,1.386747e-19,2.787692e-38,4.890764e-42,7.5e-07,0.05
"22983",96,3.546731e-17,1.333411e-19,2.577782e-38,4.522494e-42,7.5e-07,0.05
"22984",96.1,3.410318e-17,1.282126e-19,2.383703e-38,4.181999e-42,7.5e-07,0.05
"22985",96.2,3.279152e-17,1.232813e-19,2.204255e-38,3.867173e-42,7.5e-07,0.05
"22986",96.3,3.153031e-17,1.185398e-19,2.038333e-38,3.576077e-42,7.5e-07,0.05
"22987",96.4,3.031761e-17,1.139805e-19,1.884915e-38,3.306919e-42,7.5e-07,0.05
"22988",96.5,2.915154e-17,1.095967e-19,1.743059e-38,3.058045e-42,7.5e-07,0.05
"22989",96.6,2.803033e-17,1.053814e-19,1.611891e-38,2.827923e-42,7.5e-07,0.05
"22990",96.7,2.695224e-17,1.013283e-19,1.490607e-38,2.61514e-42,7.5e-07,0.05
"22991",96.8,2.591562e-17,9.743103e-20,1.37846e-38,2.418389e-42,7.5e-07,0.05
"22992",96.9,2.491886e-17,9.368369e-20,1.274763e-38,2.23646e-42,7.5e-07,0.05
"22993",97,2.396044e-17,9.008047e-20,1.178877e-38,2.068237e-42,7.5e-07,0.05
"22994",97.1,2.303889e-17,8.661583e-20,1.088979e-38,1.910519e-42,7.5e-07,0.05
"22995",97.2,2.215278e-17,8.328446e-20,1.005811e-38,1.764608e-42,7.5e-07,0.05
"22996",97.3,2.130075e-17,8.008121e-20,9.294789e-39,1.63069e-42,7.5e-07,0.05
"22997",97.4,2.048149e-17,7.700116e-20,8.591845e-39,1.507364e-42,7.5e-07,0.05
"22998",97.5,1.969374e-17,7.403958e-20,7.943305e-39,1.393584e-42,7.5e-07,0.05
"22999",97.6,1.893629e-17,7.11919e-20,7.344361e-39,1.288504e-42,7.5e-07,0.05
"23000",97.7,1.820797e-17,6.845375e-20,6.790916e-39,1.191407e-42,7.5e-07,0.05
"23001",97.8,1.750766e-17,6.582092e-20,6.279365e-39,1.10166e-42,7.5e-07,0.05
"23002",97.9,1.683429e-17,6.328934e-20,5.806458e-39,1.018692e-42,7.5e-07,0.05
"23003",98,1.618682e-17,6.085514e-20,5.369238e-39,9.41986e-43,7.5e-07,0.05
"23004",98.1,1.556425e-17,5.851455e-20,4.964991e-39,8.710645e-43,7.5e-07,0.05
"23005",98.2,1.496562e-17,5.626399e-20,4.591221e-39,8.054898e-43,7.5e-07,0.05
"23006",98.3,1.439002e-17,5.409999e-20,4.245624e-39,7.448577e-43,7.5e-07,0.05
"23007",98.4,1.383656e-17,5.201923e-20,3.926072e-39,6.887951e-43,7.5e-07,0.05
"23008",98.5,1.330438e-17,5.001849e-20,3.6306e-39,6.369572e-43,7.5e-07,0.05
"23009",98.6,1.279268e-17,4.80947e-20,3.357393e-39,5.890254e-43,7.5e-07,0.05
"23010",98.7,1.230065e-17,4.62449e-20,3.104771e-39,5.44705e-43,7.5e-07,0.05
"23011",98.8,1.182755e-17,4.446625e-20,2.871182e-39,5.037239e-43,7.5e-07,0.05
"23012",98.9,1.137264e-17,4.275601e-20,2.655191e-39,4.658301e-43,7.5e-07,0.05
"23013",99,1.093523e-17,4.111155e-20,2.455472e-39,4.307911e-43,7.5e-07,0.05
"23014",99.1,1.051465e-17,3.953034e-20,2.268224e-39,3.979402e-43,7.5e-07,0.05
"23015",99.2,1.011024e-17,3.800994e-20,2.094994e-39,3.675485e-43,7.5e-07,0.05
"23016",99.3,9.721383e-18,3.654802e-20,1.936003e-39,3.396549e-43,7.5e-07,0.05
"23017",99.4,9.347484e-18,3.514233e-20,1.789587e-39,3.139675e-43,7.5e-07,0.05
"23018",99.5,8.987965e-18,3.37907e-20,1.654504e-39,2.902682e-43,7.5e-07,0.05
"23019",99.6,8.642274e-18,3.249105e-20,1.52975e-39,2.683813e-43,7.5e-07,0.05
"23020",99.7,8.309879e-18,3.12414e-20,1.414473e-39,2.481571e-43,7.5e-07,0.05
"23021",99.8,7.990268e-18,3.003981e-20,1.307923e-39,2.294637e-43,7.5e-07,0.05
"23022",99.9,7.68295e-18,2.888443e-20,1.209422e-39,2.121825e-43,7.5e-07,0.05
"23023",100,7.387452e-18,2.777349e-20,1.118353e-39,1.962054e-43,7.5e-07,0.05
"23024",0,1,1e-04,0,0,1e-06,0.05
"23025",0.1,0.9607799,0.0002331503,5.325518e-07,9.337457e-11,1e-06,0.05
"23026",0.2,0.9230908,0.0003501735,1.072784e-06,1.881912e-10,1e-06,0.05
"23027",0.3,0.8868782,0.0004524788,1.554831e-06,2.727638e-10,1e-06,0.05
"23028",0.4,0.8520982,0.000541157,1.957106e-06,3.433416e-10,1e-06,0.05
"23029",0.5,0.8186909,0.0006176333,2.268448e-06,3.979659e-10,1e-06,0.05
"23030",0.6,0.7865938,0.0006833382,2.493461e-06,4.374438e-10,1e-06,0.05
"23031",0.7,0.7557539,0.0007393776,2.653719e-06,4.655609e-10,1e-06,0.05
"23032",0.8,0.7261223,0.0007867003,2.764797e-06,4.850498e-10,1e-06,0.05
"23033",0.9,0.6976523,0.0008261677,2.83338e-06,4.970833e-10,1e-06,0.05
"23034",1,0.6702987,0.0008585715,2.86398e-06,5.024527e-10,1e-06,0.05
"23035",1.1,0.6440177,0.0008846366,2.862652e-06,5.022206e-10,1e-06,0.05
"23036",1.2,0.618767,0.0009050309,2.836029e-06,4.975506e-10,1e-06,0.05
"23037",1.3,0.5945061,0.000920355,2.789759e-06,4.894337e-10,1e-06,0.05
"23038",1.4,0.5711965,0.0009311419,2.727968e-06,4.785934e-10,1e-06,0.05
"23039",1.5,0.5488009,0.0009378792,2.653399e-06,4.655116e-10,1e-06,0.05
"23040",1.6,0.5272834,0.0009410162,2.568709e-06,4.506542e-10,1e-06,0.05
"23041",1.7,0.5066097,0.0009409617,2.476932e-06,4.34553e-10,1e-06,0.05
"23042",1.8,0.4867465,0.0009380845,2.380633e-06,4.176579e-10,1e-06,0.05
"23043",1.9,0.4676622,0.000932718,2.281303e-06,4.002319e-10,1e-06,0.05
"23044",2,0.449326,0.0009251637,2.179942e-06,3.824503e-10,1e-06,0.05
"23045",2.1,0.4317088,0.0009156953,2.077838e-06,3.645372e-10,1e-06,0.05
"23046",2.2,0.4147824,0.0009045608,1.976354e-06,3.467317e-10,1e-06,0.05
"23047",2.3,0.3985196,0.000891984,1.876222e-06,3.291654e-10,1e-06,0.05
"23048",2.4,0.3828944,0.0008781675,1.77798e-06,3.119296e-10,1e-06,0.05
