"","time","P","V","Pv","I","gamma_out","lambda_out"
"26302",27.5,1.670325e-05,6.38739e-08,5.796858e-15,1.017008e-18,7.5e-06,0.05
"26303",27.6,1.604831e-05,6.136947e-08,5.351183e-15,9.388182e-19,7.5e-06,0.05
"26304",27.7,1.541905e-05,5.896323e-08,4.939772e-15,8.666398e-19,7.5e-06,0.05
"26305",27.8,1.481446e-05,5.665133e-08,4.559991e-15,8.000106e-19,7.5e-06,0.05
"26306",27.9,1.423357e-05,5.443007e-08,4.209409e-15,7.385039e-19,7.5e-06,0.05
"26307",28,1.367547e-05,5.229591e-08,3.885779e-15,6.817259e-19,7.5e-06,0.05
"26308",28.1,1.313924e-05,5.024542e-08,3.587029e-15,6.293129e-19,7.5e-06,0.05
"26309",28.2,1.262405e-05,4.827533e-08,3.311249e-15,5.809296e-19,7.5e-06,0.05
"26310",28.3,1.212905e-05,4.638248e-08,3.056671e-15,5.362662e-19,7.5e-06,0.05
"26311",28.4,1.165346e-05,4.456386e-08,2.82167e-15,4.950372e-19,7.5e-06,0.05
"26312",28.5,1.119653e-05,4.281655e-08,2.604745e-15,4.569798e-19,7.5e-06,0.05
"26313",28.6,1.075751e-05,4.113775e-08,2.404503e-15,4.21849e-19,7.5e-06,0.05
"26314",28.7,1.033571e-05,3.952477e-08,2.219645e-15,3.894173e-19,7.5e-06,0.05
"26315",28.8,9.930362e-06,3.797473e-08,2.048887e-15,3.594592e-19,7.5e-06,0.05
"26316",28.9,9.540825e-06,3.648513e-08,1.891176e-15,3.317902e-19,7.5e-06,0.05
"26317",29,9.165709e-06,3.505068e-08,1.744968e-15,3.061393e-19,7.5e-06,0.05
"26318",29.1,8.813182e-06,3.370261e-08,1.615111e-15,2.83357e-19,7.5e-06,0.05
"26319",29.2,8.474213e-06,3.240638e-08,1.494215e-15,2.62147e-19,7.5e-06,0.05
"26320",29.3,8.148282e-06,3.116001e-08,1.382047e-15,2.42468e-19,7.5e-06,0.05
"26321",29.4,7.834887e-06,2.996157e-08,1.278141e-15,2.242387e-19,7.5e-06,0.05
"26322",29.5,7.533545e-06,2.880922e-08,1.181971e-15,2.073665e-19,7.5e-06,0.05
"26323",29.6,7.243793e-06,2.770119e-08,1.093002e-15,1.917576e-19,7.5e-06,0.05
"26324",29.7,6.965186e-06,2.663578e-08,1.010715e-15,1.773211e-19,7.5e-06,0.05
"26325",29.8,6.697294e-06,2.561134e-08,9.346177e-16,1.639705e-19,7.5e-06,0.05
"26326",29.9,6.439706e-06,2.462631e-08,8.642502e-16,1.516252e-19,7.5e-06,0.05
"26327",30,6.192025e-06,2.367916e-08,7.991832e-16,1.402097e-19,7.5e-06,0.05
"26328",30.1,5.95387e-06,2.276843e-08,7.390185e-16,1.296544e-19,7.5e-06,0.05
"26329",30.2,5.724875e-06,2.189274e-08,6.833872e-16,1.198943e-19,7.5e-06,0.05
"26330",30.3,5.504687e-06,2.105072e-08,6.319477e-16,1.108697e-19,7.5e-06,0.05
"26331",30.4,5.292969e-06,2.024109e-08,5.843844e-16,1.025251e-19,7.5e-06,0.05
"26332",30.5,5.089393e-06,1.94626e-08,5.404049e-16,9.480933e-20,7.5e-06,0.05
"26333",30.6,4.893647e-06,1.871404e-08,4.997391e-16,8.767488e-20,7.5e-06,0.05
"26334",30.7,4.70543e-06,1.799428e-08,4.621373e-16,8.107797e-20,7.5e-06,0.05
"26335",30.8,4.524452e-06,1.73022e-08,4.273684e-16,7.497807e-20,7.5e-06,0.05
"26336",30.9,4.350434e-06,1.663674e-08,3.952189e-16,6.933772e-20,7.5e-06,0.05
"26337",31,4.18311e-06,1.599687e-08,3.654913e-16,6.412226e-20,7.5e-06,0.05
"26338",31.1,4.022221e-06,1.538161e-08,3.376201e-16,5.923251e-20,7.5e-06,0.05
"26339",31.2,3.86752e-06,1.479002e-08,3.118353e-16,5.47088e-20,7.5e-06,0.05
"26340",31.3,3.71877e-06,1.422118e-08,2.8817e-16,5.055692e-20,7.5e-06,0.05
"26341",31.4,3.57574e-06,1.367422e-08,2.663764e-16,4.673342e-20,7.5e-06,0.05
"26342",31.5,3.438212e-06,1.314829e-08,2.462696e-16,4.320585e-20,7.5e-06,0.05
"26343",31.6,3.305973e-06,1.264259e-08,2.277003e-16,3.994804e-20,7.5e-06,0.05
"26344",31.7,3.17882e-06,1.215634e-08,2.105417e-16,3.693771e-20,7.5e-06,0.05
"26345",31.8,3.056558e-06,1.168879e-08,1.946819e-16,3.415525e-20,7.5e-06,0.05
"26346",31.9,2.938998e-06,1.123923e-08,1.800203e-16,3.158299e-20,7.5e-06,0.05
"26347",32,2.825959e-06,1.080695e-08,1.66465e-16,2.920483e-20,7.5e-06,0.05
"26348",32.1,2.717269e-06,1.03913e-08,1.53932e-16,2.700603e-20,7.5e-06,0.05
"26349",32.2,2.612758e-06,9.991641e-09,1.423439e-16,2.497299e-20,7.5e-06,0.05
"26350",32.3,2.512267e-06,9.60735e-09,1.316292e-16,2.309319e-20,7.5e-06,0.05
"26351",32.4,2.415642e-06,9.237839e-09,1.21722e-16,2.135506e-20,7.5e-06,0.05
"26352",32.5,2.322733e-06,8.88254e-09,1.125614e-16,1.974791e-20,7.5e-06,0.05
"26353",32.6,2.233397e-06,8.540906e-09,1.04091e-16,1.826186e-20,7.5e-06,0.05
"26354",32.7,2.147497e-06,8.212411e-09,9.625885e-17,1.688778e-20,7.5e-06,0.05
"26355",32.8,2.064901e-06,7.896551e-09,8.901679e-17,1.561722e-20,7.5e-06,0.05
"26356",32.9,1.985481e-06,7.592839e-09,8.232033e-17,1.444238e-20,7.5e-06,0.05
"26357",33,1.909117e-06,7.300808e-09,7.612833e-17,1.335605e-20,7.5e-06,0.05
"26358",33.1,1.835689e-06,7.02001e-09,7.0323e-17,1.233756e-20,7.5e-06,0.05
"26359",33.2,1.765086e-06,6.750011e-09,6.495227e-17,1.139531e-20,7.5e-06,0.05
"26360",33.3,1.697198e-06,6.490396e-09,6.0023e-17,1.053051e-20,7.5e-06,0.05
"26361",33.4,1.631921e-06,6.240767e-09,5.54836e-17,9.734115e-21,7.5e-06,0.05
"26362",33.5,1.569155e-06,6.000738e-09,5.129553e-17,8.999355e-21,7.5e-06,0.05
"26363",33.6,1.508803e-06,5.769942e-09,4.742773e-17,8.320782e-21,7.5e-06,0.05
"26364",33.7,1.450772e-06,5.548022e-09,4.385376e-17,7.69376e-21,7.5e-06,0.05
"26365",33.8,1.394973e-06,5.334637e-09,4.055031e-17,7.114199e-21,7.5e-06,0.05
"26366",33.9,1.34132e-06,5.12946e-09,3.749642e-17,6.578421e-21,7.5e-06,0.05
"26367",34,1.289731e-06,4.932173e-09,3.467299e-17,6.083074e-21,7.5e-06,0.05
"26368",34.1,1.240126e-06,4.742475e-09,3.206249e-17,5.625084e-21,7.5e-06,0.05
"26369",34.2,1.192429e-06,4.560073e-09,2.964879e-17,5.201622e-21,7.5e-06,0.05
"26370",34.3,1.146566e-06,4.384686e-09,2.741702e-17,4.810078e-21,7.5e-06,0.05
"26371",34.4,1.102467e-06,4.216045e-09,2.535345e-17,4.448042e-21,7.5e-06,0.05
"26372",34.5,1.060065e-06,4.05389e-09,2.344539e-17,4.113289e-21,7.5e-06,0.05
"26373",34.6,1.019293e-06,3.897971e-09,2.168109e-17,3.803759e-21,7.5e-06,0.05
"26374",34.7,9.800895e-07,3.74805e-09,2.004973e-17,3.517551e-21,7.5e-06,0.05
"26375",34.8,9.423937e-07,3.603894e-09,1.854129e-17,3.252907e-21,7.5e-06,0.05
"26376",34.9,9.061478e-07,3.465284e-09,1.714648e-17,3.0082e-21,7.5e-06,0.05
"26377",35,8.71296e-07,3.332004e-09,1.585675e-17,2.781928e-21,7.5e-06,0.05
"26378",35.1,8.377846e-07,3.20385e-09,1.464756e-17,2.569786e-21,7.5e-06,0.05
"26379",35.2,8.055621e-07,3.080625e-09,1.352889e-17,2.373526e-21,7.5e-06,0.05
"26380",35.3,7.74579e-07,2.96214e-09,1.250217e-17,2.193397e-21,7.5e-06,0.05
"26381",35.4,7.447875e-07,2.848212e-09,1.155666e-17,2.027515e-21,7.5e-06,0.05
"26382",35.5,7.161418e-07,2.738666e-09,1.068433e-17,1.874472e-21,7.5e-06,0.05
"26383",35.6,6.885979e-07,2.633332e-09,9.878702e-18,1.733132e-21,7.5e-06,0.05
"26384",35.7,6.621133e-07,2.532051e-09,9.13428e-18,1.60253e-21,7.5e-06,0.05
"26385",35.8,6.366474e-07,2.434664e-09,8.446206e-18,1.481813e-21,7.5e-06,0.05
"26386",35.9,6.12161e-07,2.341024e-09,7.810112e-18,1.370216e-21,7.5e-06,0.05
"26387",36,5.886164e-07,2.250984e-09,7.22202e-18,1.26704e-21,7.5e-06,0.05
"26388",36.1,5.659773e-07,2.164408e-09,6.678279e-18,1.171646e-21,7.5e-06,0.05
"26389",36.2,5.442089e-07,2.081162e-09,6.175531e-18,1.083443e-21,7.5e-06,0.05
"26390",36.3,5.232778e-07,2.001117e-09,5.710677e-18,1.001889e-21,7.5e-06,0.05
"26391",36.4,5.031517e-07,1.924151e-09,5.280857e-18,9.264803e-22,7.5e-06,0.05
"26392",36.5,4.837997e-07,1.850146e-09,4.883426e-18,8.567546e-22,7.5e-06,0.05
"26393",36.6,4.651921e-07,1.778986e-09,4.515942e-18,7.922827e-22,7.5e-06,0.05
"26394",36.7,4.473001e-07,1.710564e-09,4.176147e-18,7.326687e-22,7.5e-06,0.05
"26395",36.8,4.300962e-07,1.644773e-09,3.861953e-18,6.77546e-22,7.5e-06,0.05
"26396",36.9,4.13554e-07,1.581513e-09,3.571429e-18,6.265762e-22,7.5e-06,0.05
"26397",37,3.976481e-07,1.520685e-09,3.302792e-18,5.794461e-22,7.5e-06,0.05
"26398",37.1,3.82354e-07,1.462197e-09,3.05093e-18,5.352592e-22,7.5e-06,0.05
"26399",37.2,3.67648e-07,1.405959e-09,2.817923e-18,4.943801e-22,7.5e-06,0.05
"26400",37.3,3.535077e-07,1.351884e-09,2.604068e-18,4.568611e-22,7.5e-06,0.05
"26401",37.4,3.399113e-07,1.299888e-09,2.407128e-18,4.223097e-22,7.5e-06,0.05
"26402",37.5,3.268378e-07,1.249893e-09,2.225431e-18,3.904325e-22,7.5e-06,0.05
"26403",37.6,3.142671e-07,1.20182e-09,2.057628e-18,3.609929e-22,7.5e-06,0.05
"26404",37.7,3.021799e-07,1.155596e-09,1.902573e-18,3.337898e-22,7.5e-06,0.05
"26405",37.8,2.905576e-07,1.11115e-09,1.759254e-18,3.086458e-22,7.5e-06,0.05
"26406",37.9,2.793823e-07,1.068414e-09,1.626763e-18,2.854013e-22,7.5e-06,0.05
"26407",38,2.686368e-07,1.027321e-09,1.504269e-18,2.639109e-22,7.5e-06,0.05
"26408",38.1,2.583046e-07,9.878086e-10,1.391014e-18,2.440413e-22,7.5e-06,0.05
"26409",38.2,2.483698e-07,9.49816e-10,1.286297e-18,2.256696e-22,7.5e-06,0.05
"26410",38.3,2.388172e-07,9.132847e-10,1.189473e-18,2.086826e-22,7.5e-06,0.05
"26411",38.4,2.296319e-07,8.781584e-10,1.099946e-18,1.929759e-22,7.5e-06,0.05
"26412",38.5,2.207999e-07,8.443831e-10,1.017165e-18,1.784528e-22,7.5e-06,0.05
"26413",38.6,2.123076e-07,8.119068e-10,9.406222e-19,1.65024e-22,7.5e-06,0.05
"26414",38.7,2.041419e-07,7.806796e-10,8.698465e-19,1.52607e-22,7.5e-06,0.05
"26415",38.8,1.962903e-07,7.506535e-10,8.044032e-19,1.411255e-22,7.5e-06,0.05
"26416",38.9,1.887407e-07,7.217823e-10,7.438902e-19,1.305091e-22,7.5e-06,0.05
"26417",39,1.814814e-07,6.940214e-10,6.879359e-19,1.206924e-22,7.5e-06,0.05
"26418",39.1,1.745014e-07,6.673283e-10,6.354757e-19,1.114887e-22,7.5e-06,0.05
"26419",39.2,1.677898e-07,6.416618e-10,5.869429e-19,1.02974e-22,7.5e-06,0.05
"26420",39.3,1.613363e-07,6.169826e-10,5.423993e-19,9.515924e-23,7.5e-06,0.05
"26421",39.4,1.551311e-07,5.932525e-10,5.013788e-19,8.796255e-23,7.5e-06,0.05
"26422",39.5,1.491645e-07,5.704351e-10,4.635332e-19,8.132286e-23,7.5e-06,0.05
"26423",39.6,1.434274e-07,5.484953e-10,4.285816e-19,7.519092e-23,7.5e-06,0.05
"26424",39.7,1.37911e-07,5.273993e-10,3.962853e-19,6.95248e-23,7.5e-06,0.05
"26425",39.8,1.326067e-07,5.071147e-10,3.664336e-19,6.428758e-23,7.5e-06,0.05
"26426",39.9,1.275064e-07,4.876103e-10,3.38837e-19,5.944601e-23,7.5e-06,0.05
"26427",40,1.226023e-07,4.688561e-10,3.13323e-19,5.496979e-23,7.5e-06,0.05
"26428",40.1,1.178869e-07,4.508232e-10,2.897331e-19,5.083115e-23,7.5e-06,0.05
"26429",40.2,1.133528e-07,4.334838e-10,2.679217e-19,4.700452e-23,7.5e-06,0.05
"26430",40.3,1.08993e-07,4.168114e-10,2.477542e-19,4.346632e-23,7.5e-06,0.05
"26431",40.4,1.04801e-07,4.007802e-10,2.291067e-19,4.019478e-23,7.5e-06,0.05
"26432",40.5,1.007702e-07,3.853656e-10,2.118644e-19,3.716977e-23,7.5e-06,0.05
"26433",40.6,9.689441e-08,3.705438e-10,1.959214e-19,3.43727e-23,7.5e-06,0.05
"26434",40.7,9.31677e-08,3.562921e-10,1.811796e-19,3.178638e-23,7.5e-06,0.05
"26435",40.8,8.958433e-08,3.425886e-10,1.675484e-19,2.939491e-23,7.5e-06,0.05
"26436",40.9,8.613878e-08,3.294121e-10,1.549442e-19,2.718362e-23,7.5e-06,0.05
"26437",41,8.282575e-08,3.167424e-10,1.432896e-19,2.513891e-23,7.5e-06,0.05
"26438",41.1,7.964014e-08,3.0456e-10,1.323627e-19,2.322188e-23,7.5e-06,0.05
"26439",41.2,7.657706e-08,2.928462e-10,1.222538e-19,2.144837e-23,7.5e-06,0.05
"26440",41.3,7.363179e-08,2.815829e-10,1.129759e-19,1.982063e-23,7.5e-06,0.05
"26441",41.4,7.07998e-08,2.707528e-10,1.044317e-19,1.832164e-23,7.5e-06,0.05
"26442",41.5,6.807673e-08,2.603392e-10,9.654891e-20,1.693867e-23,7.5e-06,0.05
"26443",41.6,6.545839e-08,2.503262e-10,8.926889e-20,1.566145e-23,7.5e-06,0.05
"26444",41.7,6.294076e-08,2.406982e-10,8.254191e-20,1.448126e-23,7.5e-06,0.05
"26445",41.8,6.051996e-08,2.314406e-10,7.632413e-20,1.33904e-23,7.5e-06,0.05
"26446",41.9,5.819227e-08,2.22539e-10,7.057606e-20,1.238196e-23,7.5e-06,0.05
"26447",42,5.595411e-08,2.139799e-10,6.526176e-20,1.144961e-23,7.5e-06,0.05
"26448",42.1,5.380203e-08,2.057499e-10,6.034825e-20,1.058757e-23,7.5e-06,0.05
"26449",42.2,5.173272e-08,1.978364e-10,5.580516e-20,9.790529e-24,7.5e-06,0.05
"26450",42.3,4.9743e-08,1.902273e-10,5.160451e-20,9.053561e-24,7.5e-06,0.05
"26451",42.4,4.78298e-08,1.829109e-10,4.772043e-20,8.372134e-24,7.5e-06,0.05
"26452",42.5,4.59902e-08,1.758759e-10,4.412905e-20,7.742058e-24,7.5e-06,0.05
"26453",42.6,4.422134e-08,1.691114e-10,4.080829e-20,7.159458e-24,7.5e-06,0.05
"26454",42.7,4.252052e-08,1.626071e-10,3.773773e-20,6.620755e-24,7.5e-06,0.05
"26455",42.8,4.088512e-08,1.56353e-10,3.489851e-20,6.12264e-24,7.5e-06,0.05
"26456",42.9,3.931261e-08,1.503394e-10,3.227319e-20,5.662051e-24,7.5e-06,0.05
"26457",43,3.780059e-08,1.445571e-10,2.984565e-20,5.23616e-24,7.5e-06,0.05
"26458",43.1,3.634672e-08,1.389972e-10,2.75697e-20,4.836865e-24,7.5e-06,0.05
"26459",43.2,3.494877e-08,1.336512e-10,2.546413e-20,4.467461e-24,7.5e-06,0.05
"26460",43.3,3.360459e-08,1.285108e-10,2.353164e-20,4.128421e-24,7.5e-06,0.05
"26461",43.4,3.23121e-08,1.23568e-10,2.175199e-20,3.816198e-24,7.5e-06,0.05
"26462",43.5,3.106933e-08,1.188154e-10,2.011008e-20,3.528139e-24,7.5e-06,0.05
"26463",43.6,2.987435e-08,1.142456e-10,1.859373e-20,3.262109e-24,7.5e-06,0.05
"26464",43.7,2.872534e-08,1.098515e-10,1.719258e-20,3.016288e-24,7.5e-06,0.05
"26465",43.8,2.762052e-08,1.056265e-10,1.589748e-20,2.789075e-24,7.5e-06,0.05
"26466",43.9,2.655819e-08,1.015639e-10,1.470022e-20,2.579026e-24,7.5e-06,0.05
"26467",44,2.553672e-08,9.765763e-11,1.359331e-20,2.384828e-24,7.5e-06,0.05
"26468",44.1,2.455454e-08,9.390156e-11,1.256988e-20,2.205276e-24,7.5e-06,0.05
"26469",44.2,2.361014e-08,9.028996e-11,1.16236e-20,2.03926e-24,7.5e-06,0.05
"26470",44.3,2.270205e-08,8.681727e-11,1.074865e-20,1.885758e-24,7.5e-06,0.05
"26471",44.4,2.18289e-08,8.347815e-11,9.939645e-21,1.743824e-24,7.5e-06,0.05
"26472",44.5,2.098933e-08,8.026745e-11,9.191599e-21,1.612586e-24,7.5e-06,0.05
"26473",44.6,2.018204e-08,7.718024e-11,8.49992e-21,1.491237e-24,7.5e-06,0.05
"26474",44.7,1.940581e-08,7.421177e-11,7.860356e-21,1.379031e-24,7.5e-06,0.05
"26475",44.8,1.865943e-08,7.135747e-11,7.268978e-21,1.275279e-24,7.5e-06,0.05
"26476",44.9,1.794176e-08,6.861295e-11,6.722154e-21,1.179343e-24,7.5e-06,0.05
"26477",45,1.72517e-08,6.597399e-11,6.216523e-21,1.090635e-24,7.5e-06,0.05
"26478",45.1,1.658817e-08,6.343653e-11,5.742467e-21,1.007466e-24,7.5e-06,0.05
"26479",45.2,1.595016e-08,6.099667e-11,5.303901e-21,9.305233e-25,7.5e-06,0.05
"26480",45.3,1.533669e-08,5.865064e-11,4.901383e-21,8.59905e-25,7.5e-06,0.05
"26481",45.4,1.474682e-08,5.639485e-11,4.530702e-21,7.948722e-25,7.5e-06,0.05
"26482",45.5,1.417964e-08,5.422582e-11,4.18871e-21,7.348728e-25,7.5e-06,0.05
"26483",45.6,1.363427e-08,5.214021e-11,3.872871e-21,6.794615e-25,7.5e-06,0.05
"26484",45.7,1.310987e-08,5.013481e-11,3.581026e-21,6.282598e-25,7.5e-06,0.05
"26485",45.8,1.260564e-08,4.820655e-11,3.311271e-21,5.809337e-25,7.5e-06,0.05
"26486",45.9,1.212081e-08,4.635245e-11,3.061895e-21,5.371829e-25,7.5e-06,0.05
"26487",46,1.165463e-08,4.456967e-11,2.831338e-21,4.967336e-25,7.5e-06,0.05
"26488",46.1,1.120637e-08,4.285545e-11,2.618168e-21,4.593348e-25,7.5e-06,0.05
"26489",46.2,1.077536e-08,4.120716e-11,2.42107e-21,4.247556e-25,7.5e-06,0.05
"26490",46.3,1.036092e-08,3.962227e-11,2.238827e-21,3.927827e-25,7.5e-06,0.05
"26491",46.4,9.962424e-09,3.809834e-11,2.070319e-21,3.632195e-25,7.5e-06,0.05
"26492",46.5,9.579254e-09,3.663302e-11,1.914509e-21,3.35884e-25,7.5e-06,0.05
"26493",46.6,9.210821e-09,3.522406e-11,1.77044e-21,3.106083e-25,7.5e-06,0.05
"26494",46.7,8.856559e-09,3.386929e-11,1.637226e-21,2.872371e-25,7.5e-06,0.05
"26495",46.8,8.515922e-09,3.256662e-11,1.514049e-21,2.656266e-25,7.5e-06,0.05
"26496",46.9,8.188387e-09,3.131406e-11,1.400151e-21,2.456443e-25,7.5e-06,0.05
"26497",47,7.873449e-09,3.010967e-11,1.294834e-21,2.271673e-25,7.5e-06,0.05
"26498",47.1,7.570624e-09,2.895161e-11,1.196093e-21,2.098442e-25,7.5e-06,0.05
"26499",47.2,7.279446e-09,2.783808e-11,1.104744e-21,1.938178e-25,7.5e-06,0.05
"26500",47.3,6.999467e-09,2.676739e-11,1.020904e-21,1.791088e-25,7.5e-06,0.05
"26501",47.4,6.730257e-09,2.573787e-11,9.436956e-22,1.655632e-25,7.5e-06,0.05
"26502",47.5,6.471401e-09,2.474796e-11,8.724625e-22,1.53066e-25,7.5e-06,0.05
"26503",47.6,6.222501e-09,2.379611e-11,8.066767e-22,1.415244e-25,7.5e-06,0.05
"26504",47.7,5.983174e-09,2.288088e-11,7.458885e-22,1.308596e-25,7.5e-06,0.05
"26505",47.8,5.753052e-09,2.200084e-11,6.897016e-22,1.210021e-25,7.5e-06,0.05
"26506",47.9,5.531781e-09,2.115466e-11,6.377593e-22,1.118893e-25,7.5e-06,0.05
"26507",48,5.31902e-09,2.034102e-11,5.897367e-22,1.034642e-25,7.5e-06,0.05
"26508",48.1,5.114442e-09,1.955867e-11,5.453358e-22,9.567442e-26,7.5e-06,0.05
"26509",48.2,4.917733e-09,1.880641e-11,5.042823e-22,8.847194e-26,7.5e-06,0.05
"26510",48.3,4.728589e-09,1.808309e-11,4.663232e-22,8.181234e-26,7.5e-06,0.05
"26511",48.4,4.54672e-09,1.738759e-11,4.312248e-22,7.565464e-26,7.5e-06,0.05
"26512",48.5,4.371847e-09,1.671883e-11,3.987714e-22,6.996096e-26,7.5e-06,0.05
"26513",48.6,4.203699e-09,1.60758e-11,3.687633e-22,6.469631e-26,7.5e-06,0.05
"26514",48.7,4.042018e-09,1.54575e-11,3.410163e-22,5.982833e-26,7.5e-06,0.05
"26515",48.8,3.886556e-09,1.486298e-11,3.153597e-22,5.532712e-26,7.5e-06,0.05
"26516",48.9,3.737073e-09,1.429133e-11,2.916361e-22,5.116502e-26,7.5e-06,0.05
"26517",49,3.593339e-09,1.374166e-11,2.696997e-22,4.731646e-26,7.5e-06,0.05
"26518",49.1,3.455134e-09,1.321314e-11,2.491331e-22,4.370824e-26,7.5e-06,0.05
"26519",49.2,3.322244e-09,1.270494e-11,2.301062e-22,4.037013e-26,7.5e-06,0.05
"26520",49.3,3.194465e-09,1.221629e-11,2.126432e-22,3.73064e-26,7.5e-06,0.05
"26521",49.4,3.071601e-09,1.174643e-11,1.965615e-22,3.4485e-26,7.5e-06,0.05
"26522",49.5,2.953463e-09,1.129464e-11,1.817244e-22,3.188196e-26,7.5e-06,0.05
"26523",49.6,2.839868e-09,1.086023e-11,1.680219e-22,2.947798e-26,7.5e-06,0.05
"26524",49.7,2.730642e-09,1.044253e-11,1.553604e-22,2.725663e-26,7.5e-06,0.05
"26525",49.8,2.625618e-09,1.00409e-11,1.436573e-22,2.520342e-26,7.5e-06,0.05
"26526",49.9,2.524632e-09,9.654709e-12,1.328383e-22,2.330532e-26,7.5e-06,0.05
"26527",50,2.427531e-09,9.283374e-12,1.228357e-22,2.155045e-26,7.5e-06,0.05
"26528",50.1,2.334165e-09,8.926321e-12,1.135875e-22,1.992793e-26,7.5e-06,0.05
"26529",50.2,2.244389e-09,8.583001e-12,1.050365e-22,1.842774e-26,7.5e-06,0.05
"26530",50.3,2.158066e-09,8.252886e-12,9.713001e-23,1.704061e-26,7.5e-06,0.05
"26531",50.4,2.075064e-09,7.935467e-12,8.981941e-23,1.575803e-26,7.5e-06,0.05
"26532",50.5,1.995254e-09,7.630257e-12,8.305971e-23,1.45721e-26,7.5e-06,0.05
"26533",50.6,1.918513e-09,7.336785e-12,7.680936e-23,1.347553e-26,7.5e-06,0.05
"26534",50.7,1.844724e-09,7.054601e-12,7.102995e-23,1.246159e-26,7.5e-06,0.05
"26535",50.8,1.773773e-09,6.78327e-12,6.568598e-23,1.152403e-26,7.5e-06,0.05
"26536",50.9,1.705551e-09,6.522375e-12,6.074461e-23,1.065711e-26,7.5e-06,0.05
"26537",51,1.639953e-09,6.271515e-12,5.617549e-23,9.8555e-27,7.5e-06,0.05
"26538",51.1,1.576878e-09,6.030303e-12,5.189169e-23,9.103947e-27,7.5e-06,0.05
"26539",51.2,1.516229e-09,5.798368e-12,4.792859e-23,8.408656e-27,7.5e-06,0.05
"26540",51.3,1.457912e-09,5.575354e-12,4.429125e-23,7.770515e-27,7.5e-06,0.05
"26541",51.4,1.401839e-09,5.360917e-12,4.09416e-23,7.182847e-27,7.5e-06,0.05
"26542",51.5,1.347922e-09,5.154728e-12,3.78512e-23,6.640663e-27,7.5e-06,0.05
"26543",51.6,1.296079e-09,4.956469e-12,3.499713e-23,6.139941e-27,7.5e-06,0.05
"26544",51.7,1.24623e-09,4.765836e-12,3.235987e-23,5.677257e-27,7.5e-06,0.05
"26545",51.8,1.198298e-09,4.582534e-12,2.992224e-23,5.249596e-27,7.5e-06,0.05
"26546",51.9,1.152209e-09,4.406283e-12,2.766876e-23,4.854243e-27,7.5e-06,0.05
"26547",52,1.107894e-09,4.236811e-12,2.558533e-23,4.488723e-27,7.5e-06,0.05
"26548",52.1,1.065282e-09,4.073856e-12,2.365903e-23,4.15077e-27,7.5e-06,0.05
"26549",52.2,1.02431e-09,3.91717e-12,2.187795e-23,3.838295e-27,7.5e-06,0.05
"26550",52.3,9.849133e-10,3.766509e-12,2.023112e-23,3.549373e-27,7.5e-06,0.05
"26551",52.4,9.470321e-10,3.621644e-12,1.87084e-23,3.282225e-27,7.5e-06,0.05
"26552",52.5,9.106077e-10,3.48235e-12,1.730043e-23,3.035209e-27,7.5e-06,0.05
"26553",52.6,8.755844e-10,3.348413e-12,1.599855e-23,2.806806e-27,7.5e-06,0.05
"26554",52.7,8.41908e-10,3.219628e-12,1.479476e-23,2.595612e-27,7.5e-06,0.05
"26555",52.8,8.09527e-10,3.095796e-12,1.368167e-23,2.40033e-27,7.5e-06,0.05
"26556",52.9,7.783913e-10,2.976727e-12,1.265244e-23,2.21976e-27,7.5e-06,0.05
"26557",53,7.484532e-10,2.862238e-12,1.170074e-23,2.052793e-27,7.5e-06,0.05
"26558",53.1,7.196665e-10,2.752151e-12,1.080847e-23,1.896253e-27,7.5e-06,0.05
"26559",53.2,6.91987e-10,2.646299e-12,9.983001e-24,1.751431e-27,7.5e-06,0.05
"26560",53.3,6.653722e-10,2.544519e-12,9.225382e-24,1.618513e-27,7.5e-06,0.05
"26561",53.4,6.397809e-10,2.446653e-12,8.527687e-24,1.496108e-27,7.5e-06,0.05
"26562",53.5,6.15174e-10,2.352551e-12,7.88399e-24,1.383177e-27,7.5e-06,0.05
"26563",53.6,5.915134e-10,2.262068e-12,7.289518e-24,1.278882e-27,7.5e-06,0.05
"26564",53.7,5.687629e-10,2.175065e-12,6.740206e-24,1.182511e-27,7.5e-06,0.05
"26565",53.8,5.468874e-10,2.091409e-12,6.232475e-24,1.093433e-27,7.5e-06,0.05
"26566",53.9,5.258533e-10,2.01097e-12,5.763099e-24,1.011086e-27,7.5e-06,0.05
"26567",54,5.056282e-10,1.933625e-12,5.329144e-24,9.349519e-28,7.5e-06,0.05
"26568",54.1,4.861809e-10,1.859255e-12,4.927916e-24,8.6456e-28,7.5e-06,0.05
"26569",54.2,4.674817e-10,1.787745e-12,4.556937e-24,7.994749e-28,7.5e-06,0.05
"26570",54.3,4.495016e-10,1.718986e-12,4.21392e-24,7.392956e-28,7.5e-06,0.05
"26571",54.4,4.322131e-10,1.652871e-12,3.896754e-24,6.836516e-28,7.5e-06,0.05
"26572",54.5,4.155895e-10,1.589299e-12,3.603489e-24,6.322008e-28,7.5e-06,0.05
"26573",54.6,3.996053e-10,1.528172e-12,3.332322e-24,5.846269e-28,7.5e-06,0.05
"26574",54.7,3.842358e-10,1.469396e-12,3.081587e-24,5.406375e-28,7.5e-06,0.05
"26575",54.8,3.694575e-10,1.412881e-12,2.849742e-24,4.999624e-28,7.5e-06,0.05
"26576",54.9,3.552476e-10,1.358539e-12,2.635364e-24,4.623516e-28,7.5e-06,0.05
